Event Date,Shift Start,Shift End,Client Name,Venue Name,Position ID,Position Title,Additional Title,Shift Position Description
2026-03-06,2026-03-06 10:00:00,2026-03-06 16:00:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,101,Cashier,Cashier #4,"Will include FOH duties such as restocking, portioning, refilling station supplies. RBS needed."
2026-03-06,2026-03-06 10:00:00,2026-03-06 18:00:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,102,Cook 2,EXPO MID,
2026-03-06,2026-03-06 10:00:00,2026-03-06 18:30:00,The Getty Center,The Getty Center - Catering,102,Cook 2,,Cook 2
2026-03-06,2026-03-06 10:00:00,2026-03-06 18:30:00,USC Verdugo Hills Hospital,USC Verdugo Hills Hospital,102,Cook 2,,
2026-03-06,2026-03-06 11:00:00,2026-03-06 16:00:00,Ebell of Los Angeles,Ebell of Los Angeles - Back of House,105,Dishwasher,,
2026-03-06,2026-03-06 11:00:00,2026-03-06 12:00:00,Henry Mayo Newhall Hospital,Henry Mayo Newhall Hospital,299,Specialty Testing,,Specialty Testing
2026-03-06,2026-03-06 11:00:00,2026-03-06 20:30:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,102,Cook 2,Kitchen Cooks # 5,Cook 2
2026-03-06,2026-03-06 11:00:00,2026-03-06 20:30:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,102,Cook 2,Kitchen Cooks # 6,Cook 2
2026-03-06,2026-03-06 11:00:00,2026-03-06 20:30:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,102,Cook 2,Kitchen Cooks # 14,
2026-03-06,2026-03-06 11:00:00,2026-03-06 20:30:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,102,Cook 2,Kitchen Cooks # 20,
2026-03-06,2026-03-06 11:00:00,2026-03-06 20:30:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,102,Cook 2,Kitchen Cooks # 19,
2026-03-06,2026-03-06 11:00:00,2026-03-06 20:30:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,102,Cook 2,Kitchen Cooks # 18,
2026-03-06,2026-03-06 11:00:00,2026-03-06 18:00:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,102,Cook 2,,
2026-03-06,2026-03-06 11:00:00,2026-03-06 17:00:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,101,Cashier,Cashier # 2,
2026-03-06,2026-03-06 11:00:00,2026-03-06 17:00:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,102,Cook 2,Bowls #2,
2026-03-06,2026-03-06 11:00:00,2026-03-06 19:30:00,PIH Health - Whittier Hospital,PIH Health - Whittier Hospital,102,Cook 2,,
2026-03-06,2026-03-06 11:00:00,2026-03-06 19:30:00,University Village Thousand Oaks,University Village Thousand Oaks,102,Cook 2,,
2026-03-06,2026-03-06 11:00:00,2026-03-06 19:30:00,University Village Thousand Oaks,University Village Thousand Oaks,102,Cook 2,,
2026-03-06,2026-03-06 12:00:00,2026-03-06 20:00:00,Hotel Bel Air,Hotel Bel Air - Main Kitchen,110,Prep Cook 2,,Prep Cook 2
2026-03-06,2026-03-06 12:00:00,2026-03-06 20:30:00,Hotel Bel Air,Hotel Bel Air - Main Kitchen,102,Cook 2,,
2026-03-06,2026-03-06 12:00:00,2026-03-06 20:00:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,101,Cashier,Cashier,Cashier
2026-03-06,2026-03-06 12:00:00,2026-03-06 20:00:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,101,Cashier,Grab and go,Cashier
2026-03-06,2026-03-06 12:00:00,2026-03-06 20:00:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,101,Cashier,FSA Attendant,
2026-03-06,2026-03-06 12:00:00,2026-03-06 16:00:00,Sand Hill Kitchen,Sand Hill Kitchen | Quad Conference Center,105,Dishwasher,,Dishwasher
2026-03-06,2026-03-06 12:00:00,2026-03-06 20:30:00,SBLP Warner Center OPCO LLC - The Variel,The Variel of Woodland Hills,102,Cook 2,,
2026-03-06,2026-03-06 12:00:00,2026-03-06 20:30:00,VEA Hotel - Newport Beach,VEA Hotel - Newport Beach | Cooks,102,Cook 2,,Cook 2
2026-03-06,2026-03-06 12:00:00,2026-03-06 20:30:00,Walnut Village,Walnut Village,105,Dishwasher,,
2026-03-06,2026-03-06 12:30:00,2026-03-06 21:00:00,Griffin Club Los Angeles,Griffin Club Los Angeles,105,Dishwasher,,Dishwasher
2026-03-06,2026-03-06 13:00:00,2026-03-06 21:30:00,Shady Canyon Golf Club,Shady Canyon Golf Club,102,Cook 2,,
2026-03-06,2026-03-06 13:30:00,2026-03-06 22:00:00,Griffin Club Los Angeles,Griffin Club Los Angeles,102,Cook 2,,
2026-03-06,2026-03-06 14:00:00,2026-03-06 22:00:00,Hotel Bel Air,Hotel Bel Air - Swan Cafe,102,Cook 2,,
2026-03-06,2026-03-06 14:00:00,2026-03-06 21:00:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,102,Cook 2,Garnish #1,
2026-03-06,2026-03-06 14:00:00,2026-03-06 21:00:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,102,Cook 2,Plancha # 2,
2026-03-06,2026-03-06 14:00:00,2026-03-06 21:00:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,102,Cook 2,Plancha #1,
2026-03-06,2026-03-06 14:00:00,2026-03-06 21:00:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,102,Cook 2,Tortilla #1,
2026-03-06,2026-03-06 14:00:00,2026-03-06 21:00:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,102,Cook 2,Garnish # 2,
2026-03-06,2026-03-06 14:00:00,2026-03-06 21:00:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,102,Cook 2,Tortilla # 2,
2026-03-06,2026-03-06 14:00:00,2026-03-06 21:00:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,102,Cook 2,Burrito 1,
2026-03-06,2026-03-06 14:00:00,2026-03-06 21:00:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,102,Cook 2,Burrito 2,
2026-03-06,2026-03-06 14:00:00,2026-03-06 21:00:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,102,Cook 2,Burrito 3,
2026-03-06,2026-03-06 14:00:00,2026-03-06 21:00:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,102,Cook 2,Bowls #1,
2026-03-06,2026-03-06 14:00:00,2026-03-06 22:30:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,104,General,Dishwasher,Steward/Dishwasher
2026-03-06,2026-03-06 14:00:00,2026-03-06 22:30:00,Martin Luther King Jr Hospital,Martin Luther King Jr. Hospital | BOH,102,Cook 2,,
2026-03-06,2026-03-06 14:00:00,2026-03-06 22:30:00,SBLP Warner Center OPCO LLC - The Variel,The Variel of Woodland Hills,105,Dishwasher,,Dishwasher
2026-03-06,2026-03-06 14:00:00,2026-03-06 22:30:00,SBLP Warner Center OPCO LLC - The Variel,The Variel of Woodland Hills,105,Dishwasher,,
2026-03-06,2026-03-06 14:30:00,2026-03-06 22:00:00,Griffin Club Los Angeles,Griffin Club Los Angeles,105,Dishwasher,,
2026-03-06,2026-03-06 14:30:00,2026-03-06 23:00:00,VH Property Corp. dba Trump National Golf Club Los Angeles,Trump National Golf Course Los Angeles | BOH,102,Cook 2,,"1-2 yrs line cook exp.

Grooming Standards

1. No tattoos on the face or neck, or any place that cannot be covered. 

2. Clean white or black chef coat, black pants, no denim

3. Clean white or black skull cap or ball cap, plain;  no designs, logos, etc. 

4. Short cropped beard, goatee or mustache is acceptable.

5. Black non slip shoes

Staff not adhering to these standards will be sent home."
2026-03-06,2026-03-06 15:00:00,2026-03-06 23:30:00,Commerce Casino,Commerce Casino - Employee Dining Room,102,Cook 2,,Cook 2
2026-03-06,2026-03-06 15:00:00,2026-03-06 23:30:00,Crescent Heights Ten Thousand,Crescent Heights Ten Thousand - Butler Department,115,Server 2,Butler/Porter,"Arrive on time, prepared and in uniform. Ready to work."
2026-03-06,2026-03-06 15:00:00,2026-03-06 22:00:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,101,Cashier,Cashier # 1,
2026-03-06,2026-03-06 15:00:00,2026-03-06 22:00:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,101,Cashier,Cashier #2,
2026-03-06,2026-03-06 15:00:00,2026-03-06 22:00:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,101,Cashier,Cashier #3,
2026-03-06,2026-03-06 15:00:00,2026-03-06 22:00:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,101,Cashier,Cashier # 3,"Will include FOH duties such as restocking, portioning, refilling station supplies. RBS needed."
2026-03-06,2026-03-06 15:00:00,2026-03-06 22:00:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,101,Cashier,Cashier # 1,
2026-03-06,2026-03-06 15:00:00,2026-03-06 22:00:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,101,Cashier,Cashier #2,
2026-03-06,2026-03-06 15:00:00,2026-03-06 22:00:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,101,Cashier,Cashier # 3,
2026-03-06,2026-03-06 15:00:00,2026-03-06 22:00:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,101,Cashier,Cashier #4,"Will include FOH duties such as restocking, portioning, refilling station supplies. RBS needed."
2026-03-06,2026-03-06 15:00:00,2026-03-06 22:00:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,98,Bartender 2,Bar PM,
2026-03-06,2026-03-06 15:00:00,2026-03-06 22:00:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,102,Cook 2,Nacho,
2026-03-06,2026-03-06 15:00:00,2026-03-06 22:00:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,101,Cashier,Cashier # 1,"Will include FOH duties such as restocking, portioning, refilling station supplies. RBS needed."
2026-03-06,2026-03-06 15:00:00,2026-03-06 22:00:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,98,Bartender 2,Bar PM- serving beer only,Bartender 2
2026-03-06,2026-03-06 15:30:00,2026-03-06 22:30:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,101,Cashier,,
2026-03-06,2026-03-06 15:30:00,2026-03-06 22:30:00,Malibu Beach Inn,Malibu Beach Inn - BOH,105,Dishwasher,,
2026-03-06,2026-03-06 16:00:00,2026-03-06 23:00:00,Canyon Palm Springs Hotel dba Thompson Palm Springs,Thompson Palm Springs |  FOH,99,Busser,,Busser
2026-03-06,2026-03-06 16:00:00,2026-03-06 22:00:00,Chef Gunnar Planter,@Chef Gunnar Planter | Offsite,102,Cook 2,,
2026-03-06,2026-03-06 16:00:00,2026-03-06 22:30:00,Sand Hill Kitchen,Sand Hill Kitchen | Quad Conference Center,285,Server 1,,
2026-03-06,2026-03-06 16:00:00,2026-03-06 20:00:00,Villa Portofino,Villa Portofino,115,Server 2,,
2026-03-06,2026-03-06 17:00:00,2026-03-06 21:00:00,Woodbury University,Woody's Cafe,98,Bartender 2,,
2026-03-06,2026-03-06 18:00:00,2026-03-07 00:00:00,Garibaldina Society,Garibaldina Society,96,Barback,to include dishwashing duties,barback duties to also include dishwasher duties. all glassware and bar drinks will be required to be cleaned by this position.
2026-03-06,2026-03-06 18:00:00,2026-03-06 23:00:00,Griffin Club Los Angeles,Griffin Club Los Angeles,105,Dishwasher,,
2026-03-06,2026-03-06 18:00:00,2026-03-06 22:01:00,Sand Hill Kitchen,Sand Hill Kitchen | Quad Conference Center,105,Dishwasher,,
2026-03-06,2026-03-06 22:00:00,2026-03-07 06:30:00,Commerce Casino,Commerce Casino - Employee Dining Room,102,Cook 2,Overnight Shift,Cook 2
2026-03-07,2026-03-07 05:00:00,2026-03-07 13:30:00,People Assisting the Homeless,People Assisting the Homeless - YWCA,110,Prep Cook 2,,"The Cook will prepare and cook family-style meals for residents of a homeless service facility and maintain the sanitation and cleanliness of the kitchen. The cook must abide by all health and safety regulations and have a current food handler’s certificate.
2+ YRS EXP REQUIRED"
2026-03-07,2026-03-07 05:30:00,2026-03-07 14:30:00,"Fox Studio Lot, LLC",Fox Studio - Moe's Cafe BoH,102,Cook 2,,
2026-03-07,2026-03-07 05:30:00,2026-03-07 14:30:00,"Fox Studio Lot, LLC",Fox Studio - Moe's Cafe BoH,102,Cook 2,,
2026-03-07,2026-03-07 06:00:00,2026-03-07 14:30:00,"Fox Studio Lot, LLC",Fox Studio - Moe's Cafe BoH,102,Cook 2,,
2026-03-07,2026-03-07 06:00:00,2026-03-07 16:00:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,264,Event Supervisor,,
2026-03-07,2026-03-07 06:00:00,2026-03-07 14:30:00,Martin Luther King Jr Hospital,Martin Luther King Jr. Hospital | BOH,102,Cook 2,,
2026-03-07,2026-03-07 06:00:00,2026-03-07 12:00:00,SBLP Warner Center OPCO LLC - The Variel,The Variel of Woodland Hills,102,Cook 2,,
2026-03-07,2026-03-07 06:00:00,2026-03-07 14:30:00,The Getty Center,The Getty Center - Catering,102,Cook 2,,
2026-03-07,2026-03-07 06:00:00,2026-03-07 14:30:00,Union Station Homeless Services,Union Station Homeless Services - Adult Center,102,Cook 2,,You will be assisting with meal service and kitchen clean up along with regular kitchen meal prep.
2026-03-07,2026-03-07 06:00:00,2026-03-07 14:30:00,VEA Hotel - Newport Beach,VEA Hotel - Newport Beach | Cooks,102,Cook 2,,Cook 2
2026-03-07,2026-03-07 06:30:00,2026-03-07 15:00:00,Childrens Hospital Los Angeles,Childrens Hospital Los Angeles,105,Dishwasher,,
2026-03-07,2026-03-07 06:30:00,2026-03-07 15:00:00,SBLP Warner Center OPCO LLC - The Variel,The Variel of Woodland Hills,105,Dishwasher,,Dishwasher
2026-03-07,2026-03-07 07:00:00,2026-03-07 15:30:00,"Fox Studio Lot, LLC",Fox Studio - Moe's Cafe BoH,105,Dishwasher,,
2026-03-07,2026-03-07 07:00:00,2026-03-07 15:00:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,101,Cashier,Cashier,Cashier
2026-03-07,2026-03-07 07:00:00,2026-03-07 15:00:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,101,Cashier,Grab and Go,Cashier
2026-03-07,2026-03-07 07:00:00,2026-03-07 15:00:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,101,Cashier,FSA Attendant,Cashier
2026-03-07,2026-03-07 07:00:00,2026-03-07 15:30:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,102,Cook 2,Kitchen Cooks # 1,
2026-03-07,2026-03-07 07:00:00,2026-03-07 15:00:00,Malibu Beach Inn,Malibu Beach Inn - BOH,105,Dishwasher,,
2026-03-07,2026-03-07 07:00:00,2026-03-07 14:30:00,Martin Luther King Jr Hospital,Martin Luther King Jr. Hospital | BOH,105,Dishwasher,Ongoing Sat and Sun,
2026-03-07,2026-03-07 07:00:00,2026-03-07 15:30:00,The Getty Center,The Getty Center - Cafe,102,Cook 2,,
2026-03-07,2026-03-07 07:00:00,2026-03-07 15:30:00,The Getty Center,The Getty Center - Catering,102,Cook 2,,Cook 2
2026-03-07,2026-03-07 07:00:00,2026-03-07 15:30:00,The Getty Villa,The Getty Villa BOH,102,Cook 2,Must Work Multiple Days,Cook 2
2026-03-07,2026-03-07 07:30:00,2026-03-07 16:00:00,Cedars Sinai Medical Center,Cedars Sinai - Plaza & Cafe,105,Dishwasher,,"*MUST WEAR THE PROPER UNIFORM REQUIREMENTS*

DISHWASHERS/GENERAL: 
• Plain WHITE polo shirt (no logos)
• Plain Black pants
• Black Non-Slip Shoes"
2026-03-07,2026-03-07 07:30:00,2026-03-07 14:30:00,Sand Hill Kitchen,Sand Hill Kitchen | Quad Conference Center,285,Server 1,,
2026-03-07,2026-03-07 08:00:00,2026-03-07 16:30:00,1 Hotel Seattle,1 Hotel Seattle,105,Dishwasher,,
2026-03-07,2026-03-07 08:00:00,2026-03-07 16:00:00,Hotel Bel Air,Hotel Bel Air - Main Kitchen,110,Prep Cook 2,,
2026-03-07,2026-03-07 08:00:00,2026-03-07 16:30:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,102,Cook 2,Kitchen Cooks # 2,
2026-03-07,2026-03-07 08:00:00,2026-03-07 16:30:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,102,Cook 2,Kitchen Cooks # 15,
2026-03-07,2026-03-07 08:00:00,2026-03-07 15:00:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,102,Cook 2,Tortilla # 1,
2026-03-07,2026-03-07 08:00:00,2026-03-07 15:00:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,102,Cook 2,Plancha # 1,Cook 2
2026-03-07,2026-03-07 08:00:00,2026-03-07 15:00:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,102,Cook 2,Garnish #1,
2026-03-07,2026-03-07 08:00:00,2026-03-07 15:00:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,102,Cook 2,Garnish # 2,
2026-03-07,2026-03-07 08:00:00,2026-03-07 15:00:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,102,Cook 2,Plancha # 2,
2026-03-07,2026-03-07 08:00:00,2026-03-07 15:00:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,102,Cook 2,Tortilla #2,
2026-03-07,2026-03-07 08:00:00,2026-03-07 15:00:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,102,Cook 2,Burrito 1,
2026-03-07,2026-03-07 08:00:00,2026-03-07 15:00:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,102,Cook 2,Burrito 3,
2026-03-07,2026-03-07 08:00:00,2026-03-07 15:00:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,102,Cook 2,Burrito 2,
2026-03-07,2026-03-07 08:00:00,2026-03-07 15:00:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,102,Cook 2,Bowls #1,
2026-03-07,2026-03-07 08:00:00,2026-03-07 16:00:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,102,Cook 2,Prep,
2026-03-07,2026-03-07 08:00:00,2026-03-07 16:00:00,The Garland,The Garland,102,Cook 2,,Cook 2
2026-03-07,2026-03-07 08:30:00,2026-03-07 17:00:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,104,General,Dishwasher,Steward/Dishwasher
2026-03-07,2026-03-07 08:30:00,2026-03-07 16:30:00,"Taylor Made Cuisine, Inc.","Taylor Made Cuisine, Inc.",110,Prep Cook 2,,
2026-03-07,2026-03-07 09:00:00,2026-03-07 15:00:00,Ebell of Los Angeles,Ebell of Los Angeles - Saturday - FOH,115,Server 2,WPA,"Banquet exp, 1-2 years preferred"
2026-03-07,2026-03-07 09:00:00,2026-03-07 17:00:00,Hotel Bel Air,Hotel Bel Air - Main Kitchen,110,Prep Cook 2,,Prep Cook 2
2026-03-07,2026-03-07 09:00:00,2026-03-07 17:30:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,102,Cook 2,Kitchen Cooks # 8,
2026-03-07,2026-03-07 09:00:00,2026-03-07 17:30:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,102,Cook 2,Kitchen Cooks # 8,
2026-03-07,2026-03-07 09:00:00,2026-03-07 17:30:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,102,Cook 2,Kitchen Cooks #10,
2026-03-07,2026-03-07 09:00:00,2026-03-07 17:30:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,102,Cook 2,Kitchen Cooks # 13,
2026-03-07,2026-03-07 09:00:00,2026-03-07 17:30:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,102,Cook 2,Kitchen Cooks # 16,
2026-03-07,2026-03-07 09:00:00,2026-03-07 17:30:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,102,Cook 2,Kitchen Cooks # 19,
2026-03-07,2026-03-07 09:00:00,2026-03-07 16:00:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,101,Cashier,Cashier #1,
2026-03-07,2026-03-07 09:00:00,2026-03-07 16:00:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,101,Cashier,Cashier # 2,
2026-03-07,2026-03-07 09:00:00,2026-03-07 16:00:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,98,Bartender 2,Bar AM,
2026-03-07,2026-03-07 09:00:00,2026-03-07 16:00:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,101,Cashier,Cashier # 1,
2026-03-07,2026-03-07 09:00:00,2026-03-07 16:00:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,101,Cashier,Cashier # 2,
2026-03-07,2026-03-07 09:00:00,2026-03-07 16:00:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,102,Cook 2,Nacho,
2026-03-07,2026-03-07 09:00:00,2026-03-07 16:00:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,101,Cashier,Cashier # 1,
2026-03-07,2026-03-07 09:00:00,2026-03-07 16:00:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,98,Bartender 2,Bar AM - Beer Serving only,Bartender 2
2026-03-07,2026-03-07 09:00:00,2026-03-07 16:00:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,101,Cashier,,
2026-03-07,2026-03-07 10:00:00,2026-03-07 18:30:00,Griffin Club Los Angeles,Griffin Club Los Angeles,102,Cook 2,Sushi,
2026-03-07,2026-03-07 10:00:00,2026-03-07 18:30:00,Griffin Club Los Angeles,Griffin Club Los Angeles,102,Cook 2,,
2026-03-07,2026-03-07 10:00:00,2026-03-07 18:30:00,Griffin Club Los Angeles,Griffin Club Los Angeles,102,Cook 2,,
2026-03-07,2026-03-07 10:00:00,2026-03-07 18:00:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,101,Cashier,Cashier,
2026-03-07,2026-03-07 10:00:00,2026-03-07 18:00:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,101,Cashier,FSA Attendant,Cashier
2026-03-07,2026-03-07 10:00:00,2026-03-07 20:00:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,102,Cook 2,Kitchen Cooks # 12,Cook 2
2026-03-07,2026-03-07 10:00:00,2026-03-07 16:00:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,101,Cashier,Cashier #3,
2026-03-07,2026-03-07 10:00:00,2026-03-07 16:00:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,101,Cashier,Cashier #4,"Will include FOH duties such as restocking, portioning, refilling station supplies. RBS needed."
2026-03-07,2026-03-07 10:00:00,2026-03-07 18:00:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,102,Cook 2,Fry AM,
2026-03-07,2026-03-07 10:00:00,2026-03-07 18:00:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,102,Cook 2,EXPO MID,
2026-03-07,2026-03-07 10:00:00,2026-03-07 16:00:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,101,Cashier,Cashier # 3,"Will include FOH duties such as restocking, portioning, refilling station supplies. RBS needed."
2026-03-07,2026-03-07 10:00:00,2026-03-07 16:00:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,101,Cashier,Cashier # 4,"Will include FOH duties such as restocking, portioning, refilling station supplies. RBS needed."
2026-03-07,2026-03-07 10:00:00,2026-03-07 18:00:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,102,Cook 2,EXPO MID,
2026-03-07,2026-03-07 10:00:00,2026-03-07 15:00:00,Sand Hill Kitchen,Sand Hill Kitchen | Quad Conference Center,105,Dishwasher,,
2026-03-07,2026-03-07 10:00:00,2026-03-07 16:30:00,VH Property Corp. dba Trump National Golf Club Los Angeles,Trump National Golf Course Los Angeles | Vista Grill,102,Cook 2,,"Tipped Cook for Vista Grill 

Grooming Standards

1. No tattoos on the face or neck, or any place that cannot be covered. 

2. Clean white or black chef coat, black pants, no denim

3. Clean white or black skull cap or ball cap, plain;  no designs, logos, etc. 

4. Short cropped beard, goatee or mustache is acceptable.

5. Black non slip shoes

Staff not adhering to these standards will be sent home."
2026-03-07,2026-03-07 10:00:00,2026-03-07 18:30:00,VH Property Corp. dba Trump National Golf Club Los Angeles,Trump National Golf Course Los Angeles | BOH,102,Cook 2,,"1-2 yrs line cook exp.

Grooming Standards

1. No tattoos on the face or neck, or any place that cannot be covered. 

2. Clean white or black chef coat, black pants, no denim

3. Clean white or black skull cap or ball cap, plain;  no designs, logos, etc. 

4. Short cropped beard, goatee or mustache is acceptable.

5. Black non slip shoes

Staff not adhering to these standards will be sent home."
2026-03-07,2026-03-07 11:00:00,2026-03-07 16:00:00,Academy Museum of Motion Pictures,Academy Museum of Motion Pictures - Fanny's Restaurant,105,Dishwasher,,
2026-03-07,2026-03-07 11:00:00,2026-03-07 20:30:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,102,Cook 2,Kitchen Cooks # 3,
2026-03-07,2026-03-07 11:00:00,2026-03-07 20:30:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,102,Cook 2,Kitchen Cooks # 5,
2026-03-07,2026-03-07 11:00:00,2026-03-07 20:30:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,102,Cook 2,Kitchen Cooks # 7,
2026-03-07,2026-03-07 11:00:00,2026-03-07 20:30:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,102,Cook 2,Kitchen Cooks # 17,
2026-03-07,2026-03-07 11:00:00,2026-03-07 20:30:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,102,Cook 2,Kitchen Cooks # 18,
2026-03-07,2026-03-07 11:00:00,2026-03-07 20:30:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,102,Cook 2,Kitchen Cooks # 20,
2026-03-07,2026-03-07 11:00:00,2026-03-07 17:00:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,101,Cashier,Cashier # 2,
2026-03-07,2026-03-07 11:00:00,2026-03-07 17:00:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,102,Cook 2,Bowls #2,
2026-03-07,2026-03-07 11:00:00,2026-03-07 19:30:00,PIH Health - Whittier Hospital,PIH Health - Whittier Hospital,102,Cook 2,,
2026-03-07,2026-03-07 11:00:00,2026-03-07 19:30:00,University Village Thousand Oaks,University Village Thousand Oaks,102,Cook 2,,
